ID,Difficulty,Level,FilePath
352,2,7.3,./serialized_data/352_2.json
352,3,10.7,./serialized_data/352_3.json
352,4,12.7,./serialized_data/352_4.json
344,1,5.0,./serialized_data/344_1.json
344,2,8.0,./serialized_data/344_2.json
344,3,11.8,./serialized_data/344_3.json
344,4,13.4,./serialized_data/344_4.json
11807,1,4.0,./serialized_data/11807_1.json
11807,2,7.0,./serialized_data/11807_2.json
11807,3,11.5,./serialized_data/11807_3.json
11807,4,13.8,./serialized_data/11807_4.json
11520,1,1.0,./serialized_data/11520_1.json
11520,2,6.5,./serialized_data/11520_2.json
11520,3,8.5,./serialized_data/11520_3.json
11520,4,12.7,./serialized_data/11520_4.json
650,1,4.0,./serialized_data/650_1.json
650,2,7.8,./serialized_data/650_2.json
650,3,10.9,./serialized_data/650_3.json
650,4,12.8,./serialized_data/650_4.json
11435,1,3.0,./serialized_data/11435_1.json
11435,2,6.2,./serialized_data/11435_2.json
11435,3,9.8,./serialized_data/11435_3.json
11435,4,13.3,./serialized_data/11435_4.json
61,1,6.0,./serialized_data/61_1.json
61,2,9.3,./serialized_data/61_2.json
61,3,12.7,./serialized_data/61_3.json
61,4,12.5,./serialized_data/61_4.json
61,5,14.2,./serialized_data/61_5.json
507,1,5.0,./serialized_data/507_1.json
507,2,7.8,./serialized_data/507_2.json
507,3,10.8,./serialized_data/507_3.json
507,4,13.0,./serialized_data/507_4.json
263,1,4.0,./serialized_data/263_1.json
263,2,8.5,./serialized_data/263_2.json
263,3,11.7,./serialized_data/263_3.json
263,4,13.3,./serialized_data/263_4.json
11195,1,5.0,./serialized_data/11195_1.json
11195,2,7.2,./serialized_data/11195_2.json
11195,3,10.7,./serialized_data/11195_3.json
11195,4,13.7,./serialized_data/11195_4.json
213,1,5.0,./serialized_data/213_1.json
213,2,6.8,./serialized_data/213_2.json
213,3,9.0,./serialized_data/213_3.json
213,4,13.4,./serialized_data/213_4.json
255,1,5.0,./serialized_data/255_1.json
255,2,8.4,./serialized_data/255_2.json
255,3,10.9,./serialized_data/255_3.json
255,4,12.7,./serialized_data/255_4.json
255,5,13.8,./serialized_data/255_5.json
450,1,3.0,./serialized_data/450_1.json
450,2,6.4,./serialized_data/450_2.json
450,3,8.9,./serialized_data/450_3.json
450,4,12.4,./serialized_data/450_4.json
11799,1,4.0,./serialized_data/11799_1.json
11799,2,8.0,./serialized_data/11799_2.json
11799,3,10.8,./serialized_data/11799_3.json
11799,4,13.2,./serialized_data/11799_4.json
159,1,5.0,./serialized_data/159_1.json
159,2,7.1,./serialized_data/159_2.json
159,3,9.3,./serialized_data/159_3.json
159,4,12.4,./serialized_data/159_4.json
11201,1,3.0,./serialized_data/11201_1.json
11201,2,6.5,./serialized_data/11201_2.json
11201,3,9.0,./serialized_data/11201_3.json
11201,4,12.9,./serialized_data/11201_4.json
132,1,6.0,./serialized_data/132_1.json
132,2,8.1,./serialized_data/132_2.json
132,3,13.1,./serialized_data/132_3.json
132,4,13.7,./serialized_data/132_4.json
11251,1,1.0,./serialized_data/11251_1.json
11251,2,5.0,./serialized_data/11251_2.json
11251,3,7.9,./serialized_data/11251_3.json
11251,4,10.7,./serialized_data/11251_4.json
11251,5,13.0,./serialized_data/11251_5.json
11183,1,3.0,./serialized_data/11183_1.json
11183,2,6.0,./serialized_data/11183_2.json
11183,3,8.9,./serialized_data/11183_3.json
11183,4,12.7,./serialized_data/11183_4.json
11698,1,2.0,./serialized_data/11698_1.json
11698,2,6.0,./serialized_data/11698_2.json
11698,3,8.5,./serialized_data/11698_3.json
11698,4,11.6,./serialized_data/11698_4.json
11698,5,13.2,./serialized_data/11698_5.json
11529,1,5.0,./serialized_data/11529_1.json
11529,2,7.8,./serialized_data/11529_2.json
11529,3,11.9,./serialized_data/11529_3.json
11529,4,13.9,./serialized_data/11529_4.json
11243,1,5.0,./serialized_data/11243_1.json
11243,2,7.8,./serialized_data/11243_2.json
11243,3,10.8,./serialized_data/11243_3.json
11243,4,13.8,./serialized_data/11243_4.json
118,1,5.0,./serialized_data/118_1.json
118,2,7.0,./serialized_data/118_2.json
118,3,10.0,./serialized_data/118_3.json
118,4,12.4,./serialized_data/118_4.json
535,1,4.0,./serialized_data/535_1.json
535,2,7.6,./serialized_data/535_2.json
535,3,9.8,./serialized_data/535_3.json
535,4,12.5,./serialized_data/535_4.json
11080,1,3.0,./serialized_data/11080_1.json
11080,2,7.5,./serialized_data/11080_2.json
11080,3,9.5,./serialized_data/11080_3.json
11080,4,12.0,./serialized_data/11080_4.json
342,1,4.0,./serialized_data/342_1.json
342,2,7.4,./serialized_data/342_2.json
342,3,10.8,./serialized_data/342_3.json
342,4,13.4,./serialized_data/342_4.json
493,1,5.0,./serialized_data/493_1.json
493,2,7.8,./serialized_data/493_2.json
493,3,12.8,./serialized_data/493_3.json
493,4,13.4,./serialized_data/493_4.json
11493,1,2.0,./serialized_data/11493_1.json
11493,2,6.0,./serialized_data/11493_2.json
11493,3,10.0,./serialized_data/11493_3.json
11493,4,12.8,./serialized_data/11493_4.json
40,1,5.0,./serialized_data/40_1.json
40,2,7.2,./serialized_data/40_2.json
40,3,10.2,./serialized_data/40_3.json
40,4,12.4,./serialized_data/40_4.json
579,1,4.0,./serialized_data/579_1.json
579,2,7.0,./serialized_data/579_2.json
579,3,9.9,./serialized_data/579_3.json
579,4,12.5,./serialized_data/579_4.json
111433,1,13.0?,./serialized_data/111433_1.json
111433,2,13.0?,./serialized_data/111433_2.json
11530,1,6.0,./serialized_data/11530_1.json
11530,2,8.2,./serialized_data/11530_2.json
11530,3,12.9,./serialized_data/11530_3.json
11530,4,14.8,./serialized_data/11530_4.json
11170,1,3.0,./serialized_data/11170_1.json
11170,2,7.5,./serialized_data/11170_2.json
11170,3,9.8,./serialized_data/11170_3.json
11170,4,13.1,./serialized_data/11170_4.json
290,1,6.0,./serialized_data/290_1.json
290,2,8.3,./serialized_data/290_2.json
290,3,9.7,./serialized_data/290_3.json
290,4,10.9,./serialized_data/290_4.json
566,1,6.0,./serialized_data/566_1.json
566,2,9.7,./serialized_data/566_2.json
566,3,13.3,./serialized_data/566_3.json
566,4,14.0,./serialized_data/566_4.json
11399,1,4.0,./serialized_data/11399_1.json
11399,2,7.7,./serialized_data/11399_2.json
11399,3,10.8,./serialized_data/11399_3.json
11399,4,13.5,./serialized_data/11399_4.json
612,1,5.0,./serialized_data/612_1.json
612,2,8.5,./serialized_data/612_2.json
612,3,12.3,./serialized_data/612_3.json
612,4,13.9,./serialized_data/612_4.json
11583,1,3.0,./serialized_data/11583_1.json
11583,2,7.0,./serialized_data/11583_2.json
11583,3,11.0,./serialized_data/11583_3.json
11583,4,13.4,./serialized_data/11583_4.json
10665,1,3.0,./serialized_data/10665_1.json
10665,2,7.0,./serialized_data/10665_2.json
10665,3,9.4,./serialized_data/10665_3.json
10665,4,12.8,./serialized_data/10665_4.json
11372,1,2.0,./serialized_data/11372_1.json
11372,2,7.7,./serialized_data/11372_2.json
11372,3,9.8,./serialized_data/11372_3.json
11372,4,12.8,./serialized_data/11372_4.json
809,1,5.0,./serialized_data/809_1.json
809,2,7.8,./serialized_data/809_2.json
809,3,11.1,./serialized_data/809_3.json
809,4,12.0,./serialized_data/809_4.json
809,5,13.3,./serialized_data/809_5.json
11026,1,6.0,./serialized_data/11026_1.json
11026,2,8.5,./serialized_data/11026_2.json
11026,3,12.6,./serialized_data/11026_3.json
11026,4,14.7,./serialized_data/11026_4.json
787,1,3.0,./serialized_data/787_1.json
787,2,6.6,./serialized_data/787_2.json
787,3,8.9,./serialized_data/787_3.json
787,4,12.6,./serialized_data/787_4.json
838,1,4.0,./serialized_data/838_1.json
838,2,7.8,./serialized_data/838_2.json
838,3,11.5,./serialized_data/838_3.json
838,4,12.1,./serialized_data/838_4.json
838,5,13.7,./serialized_data/838_5.json
585,1,5.0,./serialized_data/585_1.json
585,2,8.2,./serialized_data/585_2.json
585,3,11.7,./serialized_data/585_3.json
585,4,13.4,./serialized_data/585_4.json
11421,1,3.0,./serialized_data/11421_1.json
11421,2,6.8,./serialized_data/11421_2.json
11421,3,8.7,./serialized_data/11421_3.json
11421,4,12.2,./serialized_data/11421_4.json
11725,1,6.0,./serialized_data/11725_1.json
11725,2,8.5,./serialized_data/11725_2.json
11725,3,12.5,./serialized_data/11725_3.json
11725,4,14.2,./serialized_data/11725_4.json
11378,1,6.0,./serialized_data/11378_1.json
11378,2,7.9,./serialized_data/11378_2.json
11378,3,13.2,./serialized_data/11378_3.json
11378,4,14.5,./serialized_data/11378_4.json
830,1,4.0,./serialized_data/830_1.json
830,2,7.6,./serialized_data/830_2.json
830,3,11.7,./serialized_data/830_3.json
830,4,12.1,./serialized_data/830_4.json
830,5,13.8,./serialized_data/830_5.json
501,1,4.0,./serialized_data/501_1.json
501,2,6.1,./serialized_data/501_2.json
501,3,8.4,./serialized_data/501_3.json
501,4,12.1,./serialized_data/501_4.json
1081,1,4,./serialized_data/1081_1.json
1081,2,7,./serialized_data/1081_2.json
1081,3,11,./serialized_data/1081_3.json
1081,4,13,./serialized_data/1081_4.json
131,1,6.0,./serialized_data/131_1.json
131,2,7.8,./serialized_data/131_2.json
131,3,12.6,./serialized_data/131_3.json
131,4,12.5,./serialized_data/131_4.json
131,5,13.5,./serialized_data/131_5.json
216,1,4.0,./serialized_data/216_1.json
216,2,7.5,./serialized_data/216_2.json
216,3,12.7,./serialized_data/216_3.json
216,4,13.3,./serialized_data/216_4.json
496,1,7.7,./serialized_data/496_1.json
496,2,9.8,./serialized_data/496_2.json
496,3,13.6,./serialized_data/496_3.json
496,4,14.7,./serialized_data/496_4.json
496,5,14.5,./serialized_data/496_5.json
11267,1,2.0,./serialized_data/11267_1.json
11267,2,7.0,./serialized_data/11267_2.json
11267,3,9.8,./serialized_data/11267_3.json
11267,4,13.2,./serialized_data/11267_4.json
390,1,6.0,./serialized_data/390_1.json
390,2,8.8,./serialized_data/390_2.json
390,3,12.8,./serialized_data/390_3.json
390,4,14.1,./serialized_data/390_4.json
681,1,4.0,./serialized_data/681_1.json
681,2,8.6,./serialized_data/681_2.json
681,3,12.4,./serialized_data/681_3.json
681,4,13.5,./serialized_data/681_4.json
11323,1,2.0,./serialized_data/11323_1.json
11323,2,6.0,./serialized_data/11323_2.json
11323,3,8.0,./serialized_data/11323_3.json
11323,4,12.5,./serialized_data/11323_4.json
454,1,6.0,./serialized_data/454_1.json
454,2,8.6,./serialized_data/454_2.json
454,3,11.8,./serialized_data/454_3.json
454,4,13.7,./serialized_data/454_4.json
235,1,5.0,./serialized_data/235_1.json
235,2,9.0,./serialized_data/235_2.json
235,3,12.6,./serialized_data/235_3.json
235,4,14.1,./serialized_data/235_4.json
11487,1,2.0,./serialized_data/11487_1.json
11487,2,6.5,./serialized_data/11487_2.json
11487,3,9.0,./serialized_data/11487_3.json
11487,4,13.0,./serialized_data/11487_4.json
680,1,6.0,./serialized_data/680_1.json
680,2,7.8,./serialized_data/680_2.json
680,3,11.8,./serialized_data/680_3.json
680,4,13.8,./serialized_data/680_4.json
11738,1,4.0,./serialized_data/11738_1.json
11738,2,8.0,./serialized_data/11738_2.json
11738,3,11.0,./serialized_data/11738_3.json
11738,4,13.8,./serialized_data/11738_4.json
11504,1,2.0,./serialized_data/11504_1.json
11504,2,6.5,./serialized_data/11504_2.json
11504,3,12.0,./serialized_data/11504_3.json
11504,4,13.4,./serialized_data/11504_4.json
230,1,6.0,./serialized_data/230_1.json
230,2,8.0,./serialized_data/230_2.json
230,3,10.8,./serialized_data/230_3.json
230,4,13.3,./serialized_data/230_4.json
710,1,5.0,./serialized_data/710_1.json
710,2,8.0,./serialized_data/710_2.json
710,3,10.9,./serialized_data/710_3.json
710,4,13.7,./serialized_data/710_4.json
11239,1,3.0,./serialized_data/11239_1.json
11239,2,7.5,./serialized_data/11239_2.json
11239,3,9.5,./serialized_data/11239_3.json
11239,4,12.8,./serialized_data/11239_4.json
20,1,4.0,./serialized_data/20_1.json
20,2,6.4,./serialized_data/20_2.json
20,3,7.8,./serialized_data/20_3.json
20,4,9.9,./serialized_data/20_4.json
11010,1,2.0,./serialized_data/11010_1.json
11010,2,6.2,./serialized_data/11010_2.json
11010,3,9.1,./serialized_data/11010_3.json
11010,4,11.8,./serialized_data/11010_4.json
11010,5,12.3,./serialized_data/11010_5.json
324,1,5.0,./serialized_data/324_1.json
324,2,9.0,./serialized_data/324_2.json
324,3,12.2,./serialized_data/324_3.json
324,4,14.1,./serialized_data/324_4.json
645,1,4.0,./serialized_data/645_1.json
645,2,6.8,./serialized_data/645_2.json
645,3,9.2,./serialized_data/645_3.json
645,4,11.0,./serialized_data/645_4.json
66,1,7.0,./serialized_data/66_1.json
66,2,8.4,./serialized_data/66_2.json
66,3,9.7,./serialized_data/66_3.json
66,4,13.0,./serialized_data/66_4.json
66,5,13.3,./serialized_data/66_5.json
42,1,5.0,./serialized_data/42_1.json
42,2,8.0,./serialized_data/42_2.json
42,3,9.3,./serialized_data/42_3.json
42,4,12.4,./serialized_data/42_4.json
434,1,4.0,./serialized_data/434_1.json
434,2,6.6,./serialized_data/434_2.json
434,3,9.9,./serialized_data/434_3.json
434,4,12.8,./serialized_data/434_4.json
236,1,4.0,./serialized_data/236_1.json
236,2,8.0,./serialized_data/236_2.json
236,3,11.8,./serialized_data/236_3.json
236,4,13.3,./serialized_data/236_4.json
831,1,4.0,./serialized_data/831_1.json
831,2,7.8,./serialized_data/831_2.json
831,3,10.4,./serialized_data/831_3.json
831,4,11.5,./serialized_data/831_4.json
831,5,13.0,./serialized_data/831_5.json
347,1,4.0,./serialized_data/347_1.json
347,2,7.3,./serialized_data/347_2.json
347,3,11.8,./serialized_data/347_3.json
347,4,13.8,./serialized_data/347_4.json
254,1,4.0,./serialized_data/254_1.json
254,2,7.6,./serialized_data/254_2.json
254,3,11.3,./serialized_data/254_3.json
254,4,13.3,./serialized_data/254_4.json
47,1,6.0,./serialized_data/47_1.json
47,2,8.5,./serialized_data/47_2.json
47,3,10.7,./serialized_data/47_3.json
47,4,12.8,./serialized_data/47_4.json
47,5,14.6,./serialized_data/47_5.json
11343,1,3.0,./serialized_data/11343_1.json
11343,2,7.8,./serialized_data/11343_2.json
11343,3,10.7,./serialized_data/11343_3.json
11343,4,13.9,./serialized_data/11343_4.json
11343,5,14.3,./serialized_data/11343_5.json
646,1,5.0,./serialized_data/646_1.json
646,2,6.8,./serialized_data/646_2.json
646,3,11.1,./serialized_data/646_3.json
646,4,12.5,./serialized_data/646_4.json
744,1,4.0,./serialized_data/744_1.json
744,2,6.7,./serialized_data/744_2.json
744,3,9.4,./serialized_data/744_3.json
744,4,10.8,./serialized_data/744_4.json
744,5,12.0,./serialized_data/744_5.json
246,1,5.0,./serialized_data/246_1.json
246,2,7.6,./serialized_data/246_2.json
246,3,11.6,./serialized_data/246_3.json
246,4,13.2,./serialized_data/246_4.json
11362,1,2.0,./serialized_data/11362_1.json
11362,2,7.0,./serialized_data/11362_2.json
11362,3,9.5,./serialized_data/11362_3.json
11362,4,12.7,./serialized_data/11362_4.json
11720,1,6.0,./serialized_data/11720_1.json
11720,2,9.0,./serialized_data/11720_2.json
11720,3,12.5,./serialized_data/11720_3.json
11720,4,14.7,./serialized_data/11720_4.json
11788,1,5.0,./serialized_data/11788_1.json
11788,2,7.8,./serialized_data/11788_2.json
11788,3,11.2,./serialized_data/11788_3.json
11788,4,13.9,./serialized_data/11788_4.json
11661,1,7.0,./serialized_data/11661_1.json
11661,2,8.8,./serialized_data/11661_2.json
11661,3,13.0,./serialized_data/11661_3.json
11661,4,14.7,./serialized_data/11661_4.json
526,1,5.0,./serialized_data/526_1.json
526,2,7.5,./serialized_data/526_2.json
526,3,11.7,./serialized_data/526_3.json
526,4,13.3,./serialized_data/526_4.json
11586,1,4.0,./serialized_data/11586_1.json
11586,2,7.5,./serialized_data/11586_2.json
11586,3,10.8,./serialized_data/11586_3.json
11586,4,13.3,./serialized_data/11586_4.json
11660,1,4.0,./serialized_data/11660_1.json
11660,2,7.2,./serialized_data/11660_2.json
11660,3,10.8,./serialized_data/11660_3.json
11660,4,12.9,./serialized_data/11660_4.json
11345,1,2.0,./serialized_data/11345_1.json
11345,2,6.5,./serialized_data/11345_2.json
11345,3,9.8,./serialized_data/11345_3.json
11345,4,12.4,./serialized_data/11345_4.json
741,1,6.0,./serialized_data/741_1.json
741,2,8.0,./serialized_data/741_2.json
741,3,11.5,./serialized_data/741_3.json
741,4,12.3,./serialized_data/741_4.json
741,5,13.7,./serialized_data/741_5.json
410,1,5.0,./serialized_data/410_1.json
410,2,8.0,./serialized_data/410_2.json
410,3,11.3,./serialized_data/410_3.json
410,4,13.4,./serialized_data/410_4.json
487,1,3.0,./serialized_data/487_1.json
487,2,6.0,./serialized_data/487_2.json
487,3,7.6,./serialized_data/487_3.json
487,4,8.7,./serialized_data/487_4.json
176,1,5.0,./serialized_data/176_1.json
176,2,6.0,./serialized_data/176_2.json
176,3,9.2,./serialized_data/176_3.json
176,4,10.6,./serialized_data/176_4.json
346,1,4.0,./serialized_data/346_1.json
346,2,7.1,./serialized_data/346_2.json
346,3,10.8,./serialized_data/346_3.json
346,4,13.7,./serialized_data/346_4.json
411,1,6.0,./serialized_data/411_1.json
411,2,8.8,./serialized_data/411_2.json
411,3,11.8,./serialized_data/411_3.json
411,4,13.9,./serialized_data/411_4.json
11065,1,4.0,./serialized_data/11065_1.json
11065,2,7.8,./serialized_data/11065_2.json
11065,3,11.1,./serialized_data/11065_3.json
11065,4,13.9,./serialized_data/11065_4.json
11171,1,5.0,./serialized_data/11171_1.json
11171,2,8.8,./serialized_data/11171_2.json
11171,3,12.5,./serialized_data/11171_3.json
11171,4,14.4,./serialized_data/11171_4.json
10185,1,2.0,./serialized_data/10185_1.json
10185,2,7.0,./serialized_data/10185_2.json
10185,3,9.0,./serialized_data/10185_3.json
10185,4,12.8,./serialized_data/10185_4.json
62,1,5.0,./serialized_data/62_1.json
62,2,7.4,./serialized_data/62_2.json
62,3,9.4,./serialized_data/62_3.json
62,4,10.7,./serialized_data/62_4.json
62,5,13.1,./serialized_data/62_5.json
704,1,4.0,./serialized_data/704_1.json
704,2,8.5,./serialized_data/704_2.json
704,3,11.8,./serialized_data/704_3.json
704,4,13.3,./serialized_data/704_4.json
704,5,13.4,./serialized_data/704_5.json
11418,1,3.0,./serialized_data/11418_1.json
11418,2,7.0,./serialized_data/11418_2.json
11418,3,11.8,./serialized_data/11418_3.json
11418,4,13.7,./serialized_data/11418_4.json
906,1,3.0,./serialized_data/906_1.json
906,2,6.0,./serialized_data/906_2.json
906,3,8.0,./serialized_data/906_3.json
906,4,10.0,./serialized_data/906_4.json
10191,1,4,./serialized_data/10191_1.json
10191,2,6,./serialized_data/10191_2.json
10191,3,11,./serialized_data/10191_3.json
10191,4,12+,./serialized_data/10191_4.json
11052,1,3.0,./serialized_data/11052_1.json
11052,2,7.5,./serialized_data/11052_2.json
11052,3,10.3,./serialized_data/11052_3.json
11052,4,12.7,./serialized_data/11052_4.json
10125,1,4,./serialized_data/10125_1.json
10125,2,6,./serialized_data/10125_2.json
10125,3,9,./serialized_data/10125_3.json
10125,4,12,./serialized_data/10125_4.json
11511,1,2.0,./serialized_data/11511_1.json
11511,2,6.2,./serialized_data/11511_2.json
11511,3,9.7,./serialized_data/11511_3.json
11511,4,13.2,./serialized_data/11511_4.json
11197,1,4.0,./serialized_data/11197_1.json
11197,2,6.5,./serialized_data/11197_2.json
11197,3,10.0,./serialized_data/11197_3.json
11197,4,13.2,./serialized_data/11197_4.json
11156,1,4.0,./serialized_data/11156_1.json
11156,2,7.8,./serialized_data/11156_2.json
11156,3,11.0,./serialized_data/11156_3.json
11156,4,12.8,./serialized_data/11156_4.json
53,1,6.0,./serialized_data/53_1.json
53,2,7.2,./serialized_data/53_2.json
53,3,9.1,./serialized_data/53_3.json
53,4,10.7,./serialized_data/53_4.json
11328,1,5.0,./serialized_data/11328_1.json
11328,2,8.5,./serialized_data/11328_2.json
11328,3,12.5,./serialized_data/11328_3.json
11328,4,14.2,./serialized_data/11328_4.json
907,1,4,./serialized_data/907_1.json
907,2,6,./serialized_data/907_2.json
907,3,9,./serialized_data/907_3.json
907,4,10,./serialized_data/907_4.json
451,1,5.0,./serialized_data/451_1.json
451,2,8.7,./serialized_data/451_2.json
451,3,11.7,./serialized_data/451_3.json
451,4,13.8,./serialized_data/451_4.json
844,1,5.0,./serialized_data/844_1.json
844,2,9.3,./serialized_data/844_2.json
844,3,12.8,./serialized_data/844_3.json
844,4,14.7,./serialized_data/844_4.json
11467,1,3.0,./serialized_data/11467_1.json
11467,2,7.7,./serialized_data/11467_2.json
11467,3,10.8,./serialized_data/11467_3.json
11467,4,14.0,./serialized_data/11467_4.json
11229,1,4.0,./serialized_data/11229_1.json
11229,2,7.5,./serialized_data/11229_2.json
11229,3,10.9,./serialized_data/11229_3.json
11229,4,12.8,./serialized_data/11229_4.json
10500,1,4.0,./serialized_data/10500_1.json
10500,2,7.5,./serialized_data/10500_2.json
10500,3,9.3,./serialized_data/10500_3.json
10500,4,11.9,./serialized_data/10500_4.json
575,1,4.0,./serialized_data/575_1.json
575,2,7.0,./serialized_data/575_2.json
575,3,9.5,./serialized_data/575_3.json
575,4,11.3,./serialized_data/575_4.json
622,1,5.0,./serialized_data/622_1.json
622,2,7.5,./serialized_data/622_2.json
622,3,11.6,./serialized_data/622_3.json
622,4,13.4,./serialized_data/622_4.json
11577,1,1.0,./serialized_data/11577_1.json
11577,2,6.0,./serialized_data/11577_2.json
11577,3,8.7,./serialized_data/11577_3.json
11577,4,12.9,./serialized_data/11577_4.json
186,1,5.0,./serialized_data/186_1.json
186,2,7.3,./serialized_data/186_2.json
186,3,9.8,./serialized_data/186_3.json
186,4,11.2,./serialized_data/186_4.json
258,1,5.0,./serialized_data/258_1.json
258,2,7.9,./serialized_data/258_2.json
258,3,11.7,./serialized_data/258_3.json
258,4,13.8,./serialized_data/258_4.json
339,1,4.0,./serialized_data/339_1.json
339,2,8.4,./serialized_data/339_2.json
339,3,12.8,./serialized_data/339_3.json
339,4,13.9,./serialized_data/339_4.json
11741,1,6.0,./serialized_data/11741_1.json
11741,2,8.5,./serialized_data/11741_2.json
11741,3,13.0,./serialized_data/11741_3.json
11741,4,14.7,./serialized_data/11741_4.json
219,1,4.0,./serialized_data/219_1.json
219,2,9.2,./serialized_data/219_2.json
219,3,11.2,./serialized_data/219_3.json
219,4,13.6,./serialized_data/219_4.json
219,5,14.3,./serialized_data/219_5.json
349,1,5.0,./serialized_data/349_1.json
349,2,7.6,./serialized_data/349_2.json
349,3,11.4,./serialized_data/349_3.json
349,4,13.7,./serialized_data/349_4.json
11533,1,5.0,./serialized_data/11533_1.json
11533,2,8.2,./serialized_data/11533_2.json
11533,3,11.0,./serialized_data/11533_3.json
11533,4,13.7,./serialized_data/11533_4.json
11499,1,4.0,./serialized_data/11499_1.json
11499,2,7.2,./serialized_data/11499_2.json
11499,3,9.8,./serialized_data/11499_3.json
11499,4,13.2,./serialized_data/11499_4.json
11409,1,5.0,./serialized_data/11409_1.json
11409,2,6.5,./serialized_data/11409_2.json
11409,3,9.8,./serialized_data/11409_3.json
11409,4,11.0,./serialized_data/11409_4.json
11409,5,13.5,./serialized_data/11409_5.json
11173,1,4.0,./serialized_data/11173_1.json
11173,2,7.8,./serialized_data/11173_2.json
11173,3,10.7,./serialized_data/11173_3.json
11173,4,13.2,./serialized_data/11173_4.json
480,1,5.0,./serialized_data/480_1.json
480,2,7.6,./serialized_data/480_2.json
480,3,10.1,./serialized_data/480_3.json
480,4,13.2,./serialized_data/480_4.json
421,1,6.0,./serialized_data/421_1.json
421,2,8.8,./serialized_data/421_2.json
421,3,12.7,./serialized_data/421_3.json
421,4,14.3,./serialized_data/421_4.json
11594,1,5.0,./serialized_data/11594_1.json
11594,2,8.5,./serialized_data/11594_2.json
11594,3,11.9,./serialized_data/11594_3.json
11594,4,14.2,./serialized_data/11594_4.json
663,1,5.0,./serialized_data/663_1.json
663,2,8.0,./serialized_data/663_2.json
663,3,10.9,./serialized_data/663_3.json
663,4,13.4,./serialized_data/663_4.json
289,1,4.0,./serialized_data/289_1.json
289,2,6.8,./serialized_data/289_2.json
289,3,9.4,./serialized_data/289_3.json
289,4,11.9,./serialized_data/289_4.json
120,1,5.0,./serialized_data/120_1.json
120,2,6.8,./serialized_data/120_2.json
120,3,9.1,./serialized_data/120_3.json
120,4,10.7,./serialized_data/120_4.json
11565,1,3.0,./serialized_data/11565_1.json
11565,2,7.8,./serialized_data/11565_2.json
11565,3,11.5,./serialized_data/11565_3.json
11565,4,12.8,./serialized_data/11565_4.json
296,1,5.0,./serialized_data/296_1.json
296,2,7.6,./serialized_data/296_2.json
296,3,10.0,./serialized_data/296_3.json
296,4,12.5,./serialized_data/296_4.json
296,5,12.7,./serialized_data/296_5.json
11380,1,2.0,./serialized_data/11380_1.json
11380,2,7.8,./serialized_data/11380_2.json
11380,3,10.8,./serialized_data/11380_3.json
11380,4,13.4,./serialized_data/11380_4.json
483,1,5.0,./serialized_data/483_1.json
483,2,8.0,./serialized_data/483_2.json
483,3,10.7,./serialized_data/483_3.json
483,4,12.6,./serialized_data/483_4.json
259,1,4.0,./serialized_data/259_1.json
259,2,7.5,./serialized_data/259_2.json
259,3,9.9,./serialized_data/259_3.json
259,4,13.3,./serialized_data/259_4.json
711,1,5.0,./serialized_data/711_1.json
711,2,8.5,./serialized_data/711_2.json
711,3,12.6,./serialized_data/711_3.json
711,4,13.8,./serialized_data/711_4.json
687,1,5.0,./serialized_data/687_1.json
687,2,7.2,./serialized_data/687_2.json
687,3,10.9,./serialized_data/687_3.json
687,4,13.2,./serialized_data/687_4.json
11259,1,2.0,./serialized_data/11259_1.json
11259,2,7.0,./serialized_data/11259_2.json
11259,3,10.0,./serialized_data/11259_3.json
11259,4,12.5,./serialized_data/11259_4.json
628,1,6.0,./serialized_data/628_1.json
628,2,8.0,./serialized_data/628_2.json
628,3,11.7,./serialized_data/628_3.json
628,4,13.7,./serialized_data/628_4.json
11666,1,3.0,./serialized_data/11666_1.json
11666,2,7.0,./serialized_data/11666_2.json
11666,3,9.7,./serialized_data/11666_3.json
11666,4,12.8,./serialized_data/11666_4.json
11708,1,4.0,./serialized_data/11708_1.json
11708,2,7.8,./serialized_data/11708_2.json
11708,3,11.5,./serialized_data/11708_3.json
11708,4,13.4,./serialized_data/11708_4.json
370,1,5.0,./serialized_data/370_1.json
370,2,7.2,./serialized_data/370_2.json
370,3,9.1,./serialized_data/370_3.json
370,4,11.8,./serialized_data/370_4.json
11205,1,4.0,./serialized_data/11205_1.json
11205,2,6.2,./serialized_data/11205_2.json
11205,3,9.2,./serialized_data/11205_3.json
11205,4,13.0,./serialized_data/11205_4.json
11331,1,5.0,./serialized_data/11331_1.json
11331,2,8.5,./serialized_data/11331_2.json
11331,3,12.0,./serialized_data/11331_3.json
11331,4,13.9,./serialized_data/11331_4.json
11067,1,2.0,./serialized_data/11067_1.json
11067,2,6.5,./serialized_data/11067_2.json
11067,3,9.0,./serialized_data/11067_3.json
11067,4,12.7,./serialized_data/11067_4.json
11510,1,3.0,./serialized_data/11510_1.json
11510,2,6.8,./serialized_data/11510_2.json
11510,3,9.8,./serialized_data/11510_3.json
11510,4,12.8,./serialized_data/11510_4.json
11175,1,5.0,./serialized_data/11175_1.json
11175,2,8.8,./serialized_data/11175_2.json
11175,3,12.5,./serialized_data/11175_3.json
11175,4,13.8,./serialized_data/11175_4.json
319,1,4.0,./serialized_data/319_1.json
319,2,8.1,./serialized_data/319_2.json
319,3,11.3,./serialized_data/319_3.json
319,4,14.1,./serialized_data/319_4.json
11804,1,5.0,./serialized_data/11804_1.json
